true,pred,frac
1.0,1,0.7136838
0.0,0,0.37957704
0.0,0,0.5753041
0.0,0,0.41669238
0.0,0,0.42034703
1.0,1,0.7262222
0.0,0,0.33383077
1.0,0,0.58241695
0.0,0,0.5412403
0.0,0,0.28652167
0.0,0,0.18804924
0.0,0,0.35685223
1.0,1,0.74304473
1.0,0,0.48047614
0.0,0,0.4899299
1.0,0,0.5434072
1.0,0,0.6134822
0.0,0,0.61998576
0.0,0,0.5151684
0.0,0,0.58517706
0.0,0,0.61240864
0.0,0,0.2235652
0.0,0,0.6035932
0.0,0,0.26896447
0.0,0,0.167456
1.0,1,0.8758098
1.0,1,0.78900164
1.0,0,0.3878532
0.0,1,0.69563323
0.0,0,0.16509208
0.0,1,0.6991161
1.0,1,0.75322485
0.0,0,0.19067073
1.0,0,0.2390938
1.0,0,0.59605265
0.0,0,0.2673378
0.0,0,0.39367604
1.0,1,0.87377155
0.0,1,0.8098671
0.0,0,0.13109526
0.0,0,0.42013308
0.0,1,0.7400069
0.0,0,0.59157896
1.0,1,0.82189596
0.0,1,0.8636311
0.0,1,0.84333646
1.0,1,0.92202616
0.0,0,0.63692236
0.0,0,0.50124335
1.0,0,0.42085087
0.0,0,0.51203096
0.0,0,0.6354568
0.0,0,0.4431661
0.0,0,0.36301818
1.0,1,0.69289696
0.0,0,0.3392105
0.0,0,0.23587304
1.0,1,0.77959955
1.0,1,0.9487069
0.0,0,0.09868027
0.0,0,0.43396625
1.0,0,0.22960664
1.0,1,0.8168134
1.0,1,0.7082922
1.0,1,1.0000001
1.0,1,0.7245634
1.0,1,0.87860155
0.0,0,0.6157274
0.0,0,0.15282904
1.0,1,1.0000001
0.0,0,0.21179953
1.0,0,0.39266777
1.0,0,0.5907357
0.0,0,0.6500533
0.0,0,0.17336082
1.0,0,0.6089269
0.0,0,0.50928533
0.0,0,0.1725584
1.0,0,0.6772621
0.0,0,0.10488515
0.0,0,0.11548745
0.0,0,0.2931419
1.0,1,0.7225897
1.0,0,0.54630494
0.0,0,0.6015817
0.0,1,0.7298989
0.0,0,0.4697502
1.0,1,0.87524605
0.0,1,0.8241084
0.0,0,0.06779626
0.0,0,0.07482686
1.0,1,1.0
1.0,1,0.7552358
0.0,0,0.4362082
0.0,0,0.3229965
0.0,0,0.24558266
1.0,0,0.267686
0.0,0,0.5923271
1.0,0,0.33035085
0.0,1,1.0
1.0,0,0.33014426
1.0,1,0.80535346
1.0,1,0.7385802
0.0,0,0.3087484
